REF_DATE,GEO,"Highest certificate, diploma or degree (16)",Labour force status (8),VALUE
2021,Quebec,University certificate or diploma above bachelor level,Employment rate,72.8
2021,Quebec,University certificate or diploma above bachelor level,Unemployment rate,4.5
2021,Quebec,"Degree in medicine, dentistry, veterinary medicine or optometry",Total - Labour force status,43755.0
2021,Quebec,"Degree in medicine, dentistry, veterinary medicine or optometry",In the labour force,34135.0
2021,Quebec,"Degree in medicine, dentistry, veterinary medicine or optometry",Employed,33280.0
2021,Quebec,"Degree in medicine, dentistry, veterinary medicine or optometry",Unemployed,855.0
2021,Quebec,"Degree in medicine, dentistry, veterinary medicine or optometry",Not in the labour force,9615.0
2021,Quebec,"Degree in medicine, dentistry, veterinary medicine or optometry",Participation rate,78.0
2021,Quebec,"Degree in medicine, dentistry, veterinary medicine or optometry",Employment rate,76.1
2021,Quebec,"Degree in medicine, dentistry, veterinary medicine or optometry",Unemployment rate,2.5
2021,Quebec,Master's degree,Total - Labour force status,360795.0
2021,Quebec,Master's degree,In the labour force,287650.0
2021,Quebec,Master's degree,Employed,274800.0
2021,Quebec,Master's degree,Unemployed,12850.0
2021,Quebec,Master's degree,Not in the labour force,73145.0
2021,Quebec,Master's degree,Participation rate,79.7
2021,Quebec,Master's degree,Employment rate,76.2
2021,Quebec,Master's degree,Unemployment rate,4.5
2021,Quebec,Earned doctorate,Total - Labour force status,63270.0
2021,Quebec,Earned doctorate,In the labour force,49890.0
2021,Quebec,Earned doctorate,Employed,47825.0
2021,Quebec,Earned doctorate,Unemployed,2060.0
2021,Quebec,Earned doctorate,Not in the labour force,13385.0
2021,Quebec,Earned doctorate,Participation rate,78.9
2021,Quebec,Earned doctorate,Employment rate,75.6
2021,Quebec,Earned doctorate,Unemployment rate,4.1
2021,Ontario,"Total - Highest certificate, diploma or degree",Total - Labour force status,11782820.0
2021,Ontario,"Total - Highest certificate, diploma or degree",In the labour force,7399200.0
2021,Ontario,"Total - Highest certificate, diploma or degree",Employed,6492890.0
2021,Ontario,"Total - Highest certificate, diploma or degree",Unemployed,906310.0
2021,Ontario,"Total - Highest certificate, diploma or degree",Not in the labour force,4383620.0
2021,Ontario,"Total - Highest certificate, diploma or degree",Participation rate,62.8
2021,Ontario,"Total - Highest certificate, diploma or degree",Employment rate,55.1
2021,Ontario,"Total - Highest certificate, diploma or degree",Unemployment rate,12.2
2021,Ontario,"No certificate, diploma or degree",Total - Labour force status,1799885.0
2021,Ontario,"No certificate, diploma or degree",In the labour force,591050.0
2021,Ontario,"No certificate, diploma or degree",Employed,478720.0
2021,Ontario,"No certificate, diploma or degree",Unemployed,112330.0
2021,Ontario,"No certificate, diploma or degree",Not in the labour force,1208835.0
2021,Ontario,"No certificate, diploma or degree",Participation rate,32.8
2021,Ontario,"No certificate, diploma or degree",Employment rate,26.6
2021,Ontario,"No certificate, diploma or degree",Unemployment rate,19.0
2021,Ontario,High (secondary) school diploma or equivalency certificate,Total - Labour force status,3204170.0
2021,Ontario,High (secondary) school diploma or equivalency certificate,In the labour force,1849340.0
2021,Ontario,High (secondary) school diploma or equivalency certificate,Employed,1521865.0
2021,Ontario,High (secondary) school diploma or equivalency certificate,Unemployed,327475.0
2021,Ontario,High (secondary) school diploma or equivalency certificate,Not in the labour force,1354830.0
2021,Ontario,High (secondary) school diploma or equivalency certificate,Participation rate,57.7
2021,Ontario,High (secondary) school diploma or equivalency certificate,Employment rate,47.5
2021,Ontario,High (secondary) school diploma or equivalency certificate,Unemployment rate,17.7
2021,Ontario,"Postsecondary certificate, diploma or degree",Total - Labour force status,6778770.0
2021,Ontario,"Postsecondary certificate, diploma or degree",In the labour force,4958810.0
2021,Ontario,"Postsecondary certificate, diploma or degree",Employed,4492310.0
2021,Ontario,"Postsecondary certificate, diploma or degree",Unemployed,466505.0
2021,Ontario,"Postsecondary certificate, diploma or degree",Not in the labour force,1819955.0
2021,Ontario,"Postsecondary certificate, diploma or degree",Participation rate,73.2
2021,Ontario,"Postsecondary certificate, diploma or degree",Employment rate,66.3
2021,Ontario,"Postsecondary certificate, diploma or degree",Unemployment rate,9.4
2021,Ontario,Postsecondary certificate or diploma below bachelor level,Total - Labour force status,3250175.0
2021,Ontario,Postsecondary certificate or diploma below bachelor level,In the labour force,2234720.0
2021,Ontario,Postsecondary certificate or diploma below bachelor level,Employed,1984515.0
2021,Ontario,Postsecondary certificate or diploma below bachelor level,Unemployed,250210.0
2021,Ontario,Postsecondary certificate or diploma below bachelor level,Not in the labour force,1015450.0
2021,Ontario,Postsecondary certificate or diploma below bachelor level,Participation rate,68.8
2021,Ontario,Postsecondary certificate or diploma below bachelor level,Employment rate,61.1
2021,Ontario,Postsecondary certificate or diploma below bachelor level,Unemployment rate,11.2
2021,Ontario,Apprenticeship or trades certificate or diploma,Total - Labour force status,592485.0
2021,Ontario,Apprenticeship or trades certificate or diploma,In the labour force,359050.0
2021,Ontario,Apprenticeship or trades certificate or diploma,Employed,311060.0
2021,Ontario,Apprenticeship or trades certificate or diploma,Unemployed,47990.0
2021,Ontario,Apprenticeship or trades certificate or diploma,Not in the labour force,233430.0
2021,Ontario,Apprenticeship or trades certificate or diploma,Participation rate,60.6
2021,Ontario,Apprenticeship or trades certificate or diploma,Employment rate,52.5
2021,Ontario,Apprenticeship or trades certificate or diploma,Unemployment rate,13.4
2021,Ontario,Non-apprenticeship trades certificate or diploma,Total - Labour force status,287155.0
2021,Ontario,Non-apprenticeship trades certificate or diploma,In the labour force,168905.0
2021,Ontario,Non-apprenticeship trades certificate or diploma,Employed,144455.0
2021,Ontario,Non-apprenticeship trades certificate or diploma,Unemployed,24455.0
2021,Ontario,Non-apprenticeship trades certificate or diploma,Not in the labour force,118250.0
2021,Ontario,Non-apprenticeship trades certificate or diploma,Participation rate,58.8
2021,Ontario,Non-apprenticeship trades certificate or diploma,Employment rate,50.3
2021,Ontario,Non-apprenticeship trades certificate or diploma,Unemployment rate,14.5
2021,Ontario,Apprenticeship certificate,Total - Labour force status,305325.0
2021,Ontario,Apprenticeship certificate,In the labour force,190145.0
2021,Ontario,Apprenticeship certificate,Employed,166610.0
2021,Ontario,Apprenticeship certificate,Unemployed,23540.0
2021,Ontario,Apprenticeship certificate,Not in the labour force,115180.0
2021,Ontario,Apprenticeship certificate,Participation rate,62.3
2021,Ontario,Apprenticeship certificate,Employment rate,54.6
2021,Ontario,Apprenticeship certificate,Unemployment rate,12.4
2021,Ontario,"College, CEGEP or other non-university certificate or diploma",Total - Labour force status,2389205.0
2021,Ontario,"College, CEGEP or other non-university certificate or diploma",In the labour force,1699670.0
2021,Ontario,"College, CEGEP or other non-university certificate or diploma",Employed,1518375.0
2021,Ontario,"College, CEGEP or other non-university certificate or diploma",Unemployed,181295.0
2021,Ontario,"College, CEGEP or other non-university certificate or diploma",Not in the labour force,689535.0
2021,Ontario,"College, CEGEP or other non-university certificate or diploma",Participation rate,71.1
2021,Ontario,"College, CEGEP or other non-university certificate or diploma",Employment rate,63.6
2021,Ontario,"College, CEGEP or other non-university certificate or diploma",Unemployment rate,10.7
2021,Ontario,University certificate or diploma below bachelor level,Total - Labour force status,268485.0
2021,Ontario,University certificate or diploma below bachelor level,In the labour force,175995.0
2021,Ontario,University certificate or diploma below bachelor level,Employed,155075.0
2021,Ontario,University certificate or diploma below bachelor level,Unemployed,20925.0
2021,Ontario,University certificate or diploma below bachelor level,Not in the labour force,92485.0
2021,Ontario,University certificate or diploma below bachelor level,Participation rate,65.6
2021,Ontario,University certificate or diploma below bachelor level,Employment rate,57.8
2021,Ontario,University certificate or diploma below bachelor level,Unemployment rate,11.9
2021,Ontario,Bachelor’s degree or higher,Total - Labour force status,3528595.0
2021,Ontario,Bachelor’s degree or higher,In the labour force,2724085.0
2021,Ontario,Bachelor’s degree or higher,Employed,2507795.0
2021,Ontario,Bachelor’s degree or higher,Unemployed,216290.0
2021,Ontario,Bachelor’s degree or higher,Not in the labour force,804510.0
2021,Ontario,Bachelor’s degree or higher,Participation rate,77.2
2021,Ontario,Bachelor’s degree or higher,Employment rate,71.1
2021,Ontario,Bachelor’s degree or higher,Unemployment rate,7.9
2021,Ontario,Bachelor's degree,Total - Labour force status,2307685.0
2021,Ontario,Bachelor's degree,In the labour force,1773595.0
2021,Ontario,Bachelor's degree,Employed,1619675.0
2021,Ontario,Bachelor's degree,Unemployed,153920.0
2021,Ontario,Bachelor's degree,Not in the labour force,534095.0
2021,Ontario,Bachelor's degree,Participation rate,76.9
2021,Ontario,Bachelor's degree,Employment rate,70.2
2021,Ontario,Bachelor's degree,Unemployment rate,8.7
2021,Ontario,University certificate or diploma above bachelor level,Total - Labour force status,224820.0
2021,Ontario,University certificate or diploma above bachelor level,In the labour force,167915.0
2021,Ontario,University certificate or diploma above bachelor level,Employed,156310.0
2021,Ontario,University certificate or diploma above bachelor level,Unemployed,11610.0
2021,Ontario,University certificate or diploma above bachelor level,Not in the labour force,56900.0
2021,Ontario,University certificate or diploma above bachelor level,Participation rate,74.7
2021,Ontario,University certificate or diploma above bachelor level,Employment rate,69.5
2021,Ontario,University certificate or diploma above bachelor level,Unemployment rate,6.9
2021,Ontario,"Degree in medicine, dentistry, veterinary medicine or optometry",Total - Labour force status,90530.0
2021,Ontario,"Degree in medicine, dentistry, veterinary medicine or optometry",In the labour force,69010.0
2021,Ontario,"Degree in medicine, dentistry, veterinary medicine or optometry",Employed,65330.0
2021,Ontario,"Degree in medicine, dentistry, veterinary medicine or optometry",Unemployed,3680.0
2021,Ontario,"Degree in medicine, dentistry, veterinary medicine or optometry",Not in the labour force,21515.0
2021,Ontario,"Degree in medicine, dentistry, veterinary medicine or optometry",Participation rate,76.2
2021,Ontario,"Degree in medicine, dentistry, veterinary medicine or optometry",Employment rate,72.2
2021,Ontario,"Degree in medicine, dentistry, veterinary medicine or optometry",Unemployment rate,5.3
2021,Ontario,Master's degree,Total - Labour force status,786440.0
2021,Ontario,Master's degree,In the labour force,622790.0
2021,Ontario,Master's degree,Employed,580740.0
2021,Ontario,Master's degree,Unemployed,42055.0
2021,Ontario,Master's degree,Not in the labour force,163645.0
2021,Ontario,Master's degree,Participation rate,79.2
2021,Ontario,Master's degree,Employment rate,73.8
2021,Ontario,Master's degree,Unemployment rate,6.8
2021,Ontario,Earned doctorate,Total - Labour force status,119125.0
2021,Ontario,Earned doctorate,In the labour force,90770.0
2021,Ontario,Earned doctorate,Employed,85740.0
2021,Ontario,Earned doctorate,Unemployed,5030.0
2021,Ontario,Earned doctorate,Not in the labour force,28350.0
2021,Ontario,Earned doctorate,Participation rate,76.2
2021,Ontario,Earned doctorate,Employment rate,72.0
2021,Ontario,Earned doctorate,Unemployment rate,5.5
2021,Manitoba,"Total - Highest certificate, diploma or degree",Total - Labour force status,1058415.0
2021,Manitoba,"Total - Highest certificate, diploma or degree",In the labour force,681505.0
2021,Manitoba,"Total - Highest certificate, diploma or degree",Employed,625115.0
2021,Manitoba,"Total - Highest certificate, diploma or degree",Unemployed,56385.0
2021,Manitoba,"Total - Highest certificate, diploma or degree",Not in the labour force,376905.0
2021,Manitoba,"Total - Highest certificate, diploma or degree",Participation rate,64.4
2021,Manitoba,"Total - Highest certificate, diploma or degree",Employment rate,59.1
2021,Manitoba,"Total - Highest certificate, diploma or degree",Unemployment rate,8.3
2021,Manitoba,"No certificate, diploma or degree",Total - Labour force status,199840.0
2021,Manitoba,"No certificate, diploma or degree",In the labour force,75230.0
2021,Manitoba,"No certificate, diploma or degree",Employed,63980.0
2021,Manitoba,"No certificate, diploma or degree",Unemployed,11250.0
2021,Manitoba,"No certificate, diploma or degree",Not in the labour force,124615.0
2021,Manitoba,"No certificate, diploma or degree",Participation rate,37.6
2021,Manitoba,"No certificate, diploma or degree",Employment rate,32.0
2021,Manitoba,"No certificate, diploma or degree",Unemployment rate,15.0
2021,Manitoba,High (secondary) school diploma or equivalency certificate,Total - Labour force status,326725.0
2021,Manitoba,High (secondary) school diploma or equivalency certificate,In the labour force,213675.0
2021,Manitoba,High (secondary) school diploma or equivalency certificate,Employed,191385.0
2021,Manitoba,High (secondary) school diploma or equivalency certificate,Unemployed,22295.0
2021,Manitoba,High (secondary) school diploma or equivalency certificate,Not in the labour force,113040.0
2021,Manitoba,High (secondary) school diploma or equivalency certificate,Participation rate,65.4
2021,Manitoba,High (secondary) school diploma or equivalency certificate,Employment rate,58.6
2021,Manitoba,High (secondary) school diploma or equivalency certificate,Unemployment rate,10.4
2021,Manitoba,"Postsecondary certificate, diploma or degree",Total - Labour force status,531845.0
2021,Manitoba,"Postsecondary certificate, diploma or degree",In the labour force,392600.0
2021,Manitoba,"Postsecondary certificate, diploma or degree",Employed,369750.0
2021,Manitoba,"Postsecondary certificate, diploma or degree",Unemployed,22840.0
2021,Manitoba,"Postsecondary certificate, diploma or degree",Not in the labour force,139245.0
2021,Manitoba,"Postsecondary certificate, diploma or degree",Participation rate,73.8
2021,Manitoba,"Postsecondary certificate, diploma or degree",Employment rate,69.5
2021,Manitoba,"Postsecondary certificate, diploma or degree",Unemployment rate,5.8
2021,Manitoba,Postsecondary certificate or diploma below bachelor level,Total - Labour force status,289775.0
2021,Manitoba,Postsecondary certificate or diploma below bachelor level,In the labour force,202410.0
2021,Manitoba,Postsecondary certificate or diploma below bachelor level,Employed,188830.0
2021,Manitoba,Postsecondary certificate or diploma below bachelor level,Unemployed,13580.0
2021,Manitoba,Postsecondary certificate or diploma below bachelor level,Not in the labour force,87365.0
2021,Manitoba,Postsecondary certificate or diploma below bachelor level,Participation rate,69.9
2021,Manitoba,Postsecondary certificate or diploma below bachelor level,Employment rate,65.2
2021,Manitoba,Postsecondary certificate or diploma below bachelor level,Unemployment rate,6.7
2021,Manitoba,Apprenticeship or trades certificate or diploma,Total - Labour force status,70655.0
2021,Manitoba,Apprenticeship or trades certificate or diploma,In the labour force,47275.0
2021,Manitoba,Apprenticeship or trades certificate or diploma,Employed,43625.0
2021,Manitoba,Apprenticeship or trades certificate or diploma,Unemployed,3650.0
2021,Manitoba,Apprenticeship or trades certificate or diploma,Not in the labour force,23380.0
2021,Manitoba,Apprenticeship or trades certificate or diploma,Participation rate,66.9
2021,Manitoba,Apprenticeship or trades certificate or diploma,Employment rate,61.7
2021,Manitoba,Apprenticeship or trades certificate or diploma,Unemployment rate,7.7
2021,Manitoba,Non-apprenticeship trades certificate or diploma,Total - Labour force status,33000.0
2021,Manitoba,Non-apprenticeship trades certificate or diploma,In the labour force,20915.0
2021,Manitoba,Non-apprenticeship trades certificate or diploma,Employed,19125.0
2021,Manitoba,Non-apprenticeship trades certificate or diploma,Unemployed,1785.0
2021,Manitoba,Non-apprenticeship trades certificate or diploma,Not in the labour force,12080.0
2021,Manitoba,Non-apprenticeship trades certificate or diploma,Participation rate,63.4
2021,Manitoba,Non-apprenticeship trades certificate or diploma,Employment rate,58.0
2021,Manitoba,Non-apprenticeship trades certificate or diploma,Unemployment rate,8.5
2021,Manitoba,Apprenticeship certificate,Total - Labour force status,37655.0
2021,Manitoba,Apprenticeship certificate,In the labour force,26355.0
2021,Manitoba,Apprenticeship certificate,Employed,24500.0
2021,Manitoba,Apprenticeship certificate,Unemployed,1855.0
2021,Manitoba,Apprenticeship certificate,Not in the labour force,11300.0
2021,Manitoba,Apprenticeship certificate,Participation rate,70.0
2021,Manitoba,Apprenticeship certificate,Employment rate,65.1
2021,Manitoba,Apprenticeship certificate,Unemployment rate,7.0
2021,Manitoba,"College, CEGEP or other non-university certificate or diploma",Total - Labour force status,187205.0
2021,Manitoba,"College, CEGEP or other non-university certificate or diploma",In the labour force,133165.0
2021,Manitoba,"College, CEGEP or other non-university certificate or diploma",Employed,124565.0
2021,Manitoba,"College, CEGEP or other non-university certificate or diploma",Unemployed,8600.0
2021,Manitoba,"College, CEGEP or other non-university certificate or diploma",Not in the labour force,54040.0
2021,Manitoba,"College, CEGEP or other non-university certificate or diploma",Participation rate,71.1
2021,Manitoba,"College, CEGEP or other non-university certificate or diploma",Employment rate,66.5
2021,Manitoba,"College, CEGEP or other non-university certificate or diploma",Unemployment rate,6.5
2021,Manitoba,University certificate or diploma below bachelor level,Total - Labour force status,31915.0
2021,Manitoba,University certificate or diploma below bachelor level,In the labour force,21975.0
2021,Manitoba,University certificate or diploma below bachelor level,Employed,20640.0
2021,Manitoba,University certificate or diploma below bachelor level,Unemployed,1330.0
2021,Manitoba,University certificate or diploma below bachelor level,Not in the labour force,9940.0
2021,Manitoba,University certificate or diploma below bachelor level,Participation rate,68.9
2021,Manitoba,University certificate or diploma below bachelor level,Employment rate,64.7
2021,Manitoba,University certificate or diploma below bachelor level,Unemployment rate,6.1
2021,Manitoba,Bachelor’s degree or higher,Total - Labour force status,242070.0
2021,Manitoba,Bachelor’s degree or higher,In the labour force,190190.0
2021,Manitoba,Bachelor’s degree or higher,Employed,180925.0
2021,Manitoba,Bachelor’s degree or higher,Unemployed,9265.0
2021,Manitoba,Bachelor’s degree or higher,Not in the labour force,51880.0
2021,Manitoba,Bachelor’s degree or higher,Participation rate,78.6
2021,Manitoba,Bachelor’s degree or higher,Employment rate,74.7
2021,Manitoba,Bachelor’s degree or higher,Unemployment rate,4.9
2021,Manitoba,Bachelor's degree,Total - Labour force status,170835.0
2021,Manitoba,Bachelor's degree,In the labour force,135325.0
2021,Manitoba,Bachelor's degree,Employed,128595.0
2021,Manitoba,Bachelor's degree,Unemployed,6730.0
2021,Manitoba,Bachelor's degree,Not in the labour force,35510.0
2021,Manitoba,Bachelor's degree,Participation rate,79.2
2021,Manitoba,Bachelor's degree,Employment rate,75.3
2021,Manitoba,Bachelor's degree,Unemployment rate,5.0
2021,Manitoba,University certificate or diploma above bachelor level,Total - Labour force status,19020.0
2021,Manitoba,University certificate or diploma above bachelor level,In the labour force,13930.0
2021,Manitoba,University certificate or diploma above bachelor level,Employed,13305.0
2021,Manitoba,University certificate or diploma above bachelor level,Unemployed,630.0
2021,Manitoba,University certificate or diploma above bachelor level,Not in the labour force,5085.0
2021,Manitoba,University certificate or diploma above bachelor level,Participation rate,73.2
2021,Manitoba,University certificate or diploma above bachelor level,Employment rate,70.0
2021,Manitoba,University certificate or diploma above bachelor level,Unemployment rate,4.5
2021,Manitoba,"Degree in medicine, dentistry, veterinary medicine or optometry",Total - Labour force status,6605.0
2021,Manitoba,"Degree in medicine, dentistry, veterinary medicine or optometry",In the labour force,5480.0
2021,Manitoba,"Degree in medicine, dentistry, veterinary medicine or optometry",Employed,5290.0
2021,Manitoba,"Degree in medicine, dentistry, veterinary medicine or optometry",Unemployed,190.0
2021,Manitoba,"Degree in medicine, dentistry, veterinary medicine or optometry",Not in the labour force,1120.0
2021,Manitoba,"Degree in medicine, dentistry, veterinary medicine or optometry",Participation rate,83.0
2021,Manitoba,"Degree in medicine, dentistry, veterinary medicine or optometry",Employment rate,80.1
2021,Manitoba,"Degree in medicine, dentistry, veterinary medicine or optometry",Unemployment rate,3.5
2021,Manitoba,Master's degree,Total - Labour force status,39155.0
2021,Manitoba,Master's degree,In the labour force,30550.0
2021,Manitoba,Master's degree,Employed,29055.0
2021,Manitoba,Master's degree,Unemployed,1495.0
2021,Manitoba,Master's degree,Not in the labour force,8605.0
2021,Manitoba,Master's degree,Participation rate,78.0
2021,Manitoba,Master's degree,Employment rate,74.2
2021,Manitoba,Master's degree,Unemployment rate,4.9
2021,Manitoba,Earned doctorate,Total - Labour force status,6460.0
2021,Manitoba,Earned doctorate,In the labour force,4905.0
2021,Manitoba,Earned doctorate,Employed,4685.0
2021,Manitoba,Earned doctorate,Unemployed,220.0
2021,Manitoba,Earned doctorate,Not in the labour force,1555.0
2021,Manitoba,Earned doctorate,Participation rate,75.9
2021,Manitoba,Earned doctorate,Employment rate,72.5
2021,Manitoba,Earned doctorate,Unemployment rate,4.5
2021,Saskatchewan,"Total - Highest certificate, diploma or degree",Total - Labour force status,882760.0
2021,Saskatchewan,"Total - Highest certificate, diploma or degree",In the labour force,577510.0
2021,Saskatchewan,"Total - Highest certificate, diploma or degree",Employed,528900.0
2021,Saskatchewan,"Total - Highest certificate, diploma or degree",Unemployed,48610.0
2021,Saskatchewan,"Total - Highest certificate, diploma or degree",Not in the labour force,305250.0
2021,Saskatchewan,"Total - Highest certificate, diploma or degree",Participation rate,65.4
2021,Saskatchewan,"Total - Highest certificate, diploma or degree",Employment rate,59.9
2021,Saskatchewan,"Total - Highest certificate, diploma or degree",Unemployment rate,8.4
2021,Saskatchewan,"No certificate, diploma or degree",Total - Labour force status,159815.0
2021,Saskatchewan,"No certificate, diploma or degree",In the labour force,60345.0
2021,Saskatchewan,"No certificate, diploma or degree",Employed,50370.0
2021,Saskatchewan,"No certificate, diploma or degree",Unemployed,9975.0
2021,Saskatchewan,"No certificate, diploma or degree",Not in the labour force,99475.0
2021,Saskatchewan,"No certificate, diploma or degree",Participation rate,37.8
2021,Saskatchewan,"No certificate, diploma or degree",Employment rate,31.5
2021,Saskatchewan,"No certificate, diploma or degree",Unemployment rate,16.5
2021,Saskatchewan,High (secondary) school diploma or equivalency certificate,Total - Labour force status,284345.0
2021,Saskatchewan,High (secondary) school diploma or equivalency certificate,In the labour force,188500.0
2021,Saskatchewan,High (secondary) school diploma or equivalency certificate,Employed,169085.0
2021,Saskatchewan,High (secondary) school diploma or equivalency certificate,Unemployed,19410.0
2021,Saskatchewan,High (secondary) school diploma or equivalency certificate,Not in the labour force,95840.0
2021,Saskatchewan,High (secondary) school diploma or equivalency certificate,Participation rate,66.3
2021,Saskatchewan,High (secondary) school diploma or equivalency certificate,Employment rate,59.5
2021,Saskatchewan,High (secondary) school diploma or equivalency certificate,Unemployment rate,10.3
2021,Saskatchewan,"Postsecondary certificate, diploma or degree",Total - Labour force status,438600.0
2021,Saskatchewan,"Postsecondary certificate, diploma or degree",In the labour force,328665.0
2021,Saskatchewan,"Postsecondary certificate, diploma or degree",Employed,309450.0
2021,Saskatchewan,"Postsecondary certificate, diploma or degree",Unemployed,19215.0
2021,Saskatchewan,"Postsecondary certificate, diploma or degree",Not in the labour force,109940.0
2021,Saskatchewan,"Postsecondary certificate, diploma or degree",Participation rate,74.9
2021,Saskatchewan,"Postsecondary certificate, diploma or degree",Employment rate,70.6
2021,Saskatchewan,"Postsecondary certificate, diploma or degree",Unemployment rate,5.8
2021,Saskatchewan,Postsecondary certificate or diploma below bachelor level,Total - Labour force status,257350.0
2021,Saskatchewan,Postsecondary certificate or diploma below bachelor level,In the labour force,184205.0
2021,Saskatchewan,Postsecondary certificate or diploma below bachelor level,Employed,172225.0
2021,Saskatchewan,Postsecondary certificate or diploma below bachelor level,Unemployed,11975.0
2021,Saskatchewan,Postsecondary certificate or diploma below bachelor level,Not in the labour force,73145.0
2021,Saskatchewan,Postsecondary certificate or diploma below bachelor level,Participation rate,71.6
2021,Saskatchewan,Postsecondary certificate or diploma below bachelor level,Employment rate,66.9
2021,Saskatchewan,Postsecondary certificate or diploma below bachelor level,Unemployment rate,6.5
2021,Saskatchewan,Apprenticeship or trades certificate or diploma,Total - Labour force status,84485.0
2021,Saskatchewan,Apprenticeship or trades certificate or diploma,In the labour force,61010.0
2021,Saskatchewan,Apprenticeship or trades certificate or diploma,Employed,56405.0
2021,Saskatchewan,Apprenticeship or trades certificate or diploma,Unemployed,4610.0
2021,Saskatchewan,Apprenticeship or trades certificate or diploma,Not in the labour force,23475.0
2021,Saskatchewan,Apprenticeship or trades certificate or diploma,Participation rate,72.2
2021,Saskatchewan,Apprenticeship or trades certificate or diploma,Employment rate,66.8
2021,Saskatchewan,Apprenticeship or trades certificate or diploma,Unemployment rate,7.6
2021,Saskatchewan,Non-apprenticeship trades certificate or diploma,Total - Labour force status,32710.0
2021,Saskatchewan,Non-apprenticeship trades certificate or diploma,In the labour force,22290.0
2021,Saskatchewan,Non-apprenticeship trades certificate or diploma,Employed,20285.0
2021,Saskatchewan,Non-apprenticeship trades certificate or diploma,Unemployed,2010.0
2021,Saskatchewan,Non-apprenticeship trades certificate or diploma,Not in the labour force,10420.0
2021,Saskatchewan,Non-apprenticeship trades certificate or diploma,Participation rate,68.1
2021,Saskatchewan,Non-apprenticeship trades certificate or diploma,Employment rate,62.0
2021,Saskatchewan,Non-apprenticeship trades certificate or diploma,Unemployment rate,9.0
2021,Saskatchewan,Apprenticeship certificate,Total - Labour force status,51775.0
2021,Saskatchewan,Apprenticeship certificate,In the labour force,38720.0
2021,Saskatchewan,Apprenticeship certificate,Employed,36120.0
2021,Saskatchewan,Apprenticeship certificate,Unemployed,2600.0
2021,Saskatchewan,Apprenticeship certificate,Not in the labour force,13050.0
2021,Saskatchewan,Apprenticeship certificate,Participation rate,74.8
2021,Saskatchewan,Apprenticeship certificate,Employment rate,69.8
2021,Saskatchewan,Apprenticeship certificate,Unemployment rate,6.7
2021,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",Total - Labour force status,143610.0
2021,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",In the labour force,103515.0
2021,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",Employed,97285.0
2021,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",Unemployed,6230.0
2021,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",Not in the labour force,40090.0
2021,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",Participation rate,72.1
2021,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",Employment rate,67.7
2021,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",Unemployment rate,6.0
2021,Saskatchewan,University certificate or diploma below bachelor level,Total - Labour force status,29260.0
2021,Saskatchewan,University certificate or diploma below bachelor level,In the labour force,19680.0
2021,Saskatchewan,University certificate or diploma below bachelor level,Employed,18540.0
2021,Saskatchewan,University certificate or diploma below bachelor level,Unemployed,1140.0
2021,Saskatchewan,University certificate or diploma below bachelor level,Not in the labour force,9575.0
2021,Saskatchewan,University certificate or diploma below bachelor level,Participation rate,67.3
2021,Saskatchewan,University certificate or diploma below bachelor level,Employment rate,63.4
2021,Saskatchewan,University certificate or diploma below bachelor level,Unemployment rate,5.8
2021,Saskatchewan,Bachelor’s degree or higher,Total - Labour force status,181255.0
2021,Saskatchewan,Bachelor’s degree or higher,In the labour force,144460.0
2021,Saskatchewan,Bachelor’s degree or higher,Employed,137220.0
2021,Saskatchewan,Bachelor’s degree or higher,Unemployed,7240.0
2021,Saskatchewan,Bachelor’s degree or higher,Not in the labour force,36790.0
2021,Saskatchewan,Bachelor’s degree or higher,Participation rate,79.7
2021,Saskatchewan,Bachelor’s degree or higher,Employment rate,75.7
2021,Saskatchewan,Bachelor’s degree or higher,Unemployment rate,5.0
2021,Saskatchewan,Bachelor's degree,Total - Labour force status,130060.0
2021,Saskatchewan,Bachelor's degree,In the labour force,103580.0
2021,Saskatchewan,Bachelor's degree,Employed,98400.0
2021,Saskatchewan,Bachelor's degree,Unemployed,5180.0
2021,Saskatchewan,Bachelor's degree,Not in the labour force,26480.0
2021,Saskatchewan,Bachelor's degree,Participation rate,79.6
2021,Saskatchewan,Bachelor's degree,Employment rate,75.7
2021,Saskatchewan,Bachelor's degree,Unemployment rate,5.0
2021,Saskatchewan,University certificate or diploma above bachelor level,Total - Labour force status,8890.0
2021,Saskatchewan,University certificate or diploma above bachelor level,In the labour force,6665.0
2021,Saskatchewan,University certificate or diploma above bachelor level,Employed,6275.0
2021,Saskatchewan,University certificate or diploma above bachelor level,Unemployed,390.0
2021,Saskatchewan,University certificate or diploma above bachelor level,Not in the labour force,2220.0
2021,Saskatchewan,University certificate or diploma above bachelor level,Participation rate,75.0
2021,Saskatchewan,University certificate or diploma above bachelor level,Employment rate,70.6
2021,Saskatchewan,University certificate or diploma above bachelor level,Unemployment rate,5.9
2021,Saskatchewan,"Degree in medicine, dentistry, veterinary medicine or optometry",Total - Labour force status,5205.0
