REF_DATE,GEO,Educational qualification,Field of study,Characteristics after graduation,VALUE
2011,Quebec,Doctoral degree,"Visual and performing arts, and communications technologies [2]",Graduates reporting employment income,75800.0
2011,Quebec,Doctoral degree,Humanities [3],Graduates reporting employment income,68100.0
2011,Quebec,Doctoral degree,Humanities [3],Graduates reporting employment income,75200.0
2011,Quebec,Doctoral degree,Humanities [3],Graduates reporting employment income,87300.0
2011,Quebec,Doctoral degree,Social and behavioural sciences and law [4],Graduates reporting employment income,71500.0
2011,Quebec,Doctoral degree,Social and behavioural sciences and law [4],Graduates reporting employment income,77100.0
2011,Quebec,Doctoral degree,Social and behavioural sciences and law [4],Graduates reporting employment income,94600.0
2011,Quebec,Doctoral degree,"Business, management and public administration [5]",Graduates reporting employment income,101900.0
2011,Quebec,Doctoral degree,"Business, management and public administration [5]",Graduates reporting employment income,115200.0
2011,Quebec,Doctoral degree,"Business, management and public administration [5]",Graduates reporting employment income,128200.0
2011,Quebec,Doctoral degree,Physical and life sciences and technologies [6],Graduates reporting employment income,42200.0
2011,Quebec,Doctoral degree,Physical and life sciences and technologies [6],Graduates reporting employment income,70100.0
2011,Quebec,Doctoral degree,Physical and life sciences and technologies [6],Graduates reporting employment income,100000.0
2011,Quebec,Doctoral degree,"Mathematics, computer and information sciences [7]",Graduates reporting employment income,69400.0
2011,Quebec,Doctoral degree,"Mathematics, computer and information sciences [7]",Graduates reporting employment income,92600.0
2011,Quebec,Doctoral degree,"Mathematics, computer and information sciences [7]",Graduates reporting employment income,117300.0
2011,Quebec,Doctoral degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,83800.0
2011,Quebec,Doctoral degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,93900.0
2011,Quebec,Doctoral degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,114200.0
2011,Quebec,Doctoral degree,"Agriculture, natural resources and conservation [9]",Graduates reporting employment income,15700.0
2011,Quebec,Doctoral degree,"Agriculture, natural resources and conservation [9]",Graduates reporting employment income,60700.0
2011,Quebec,Doctoral degree,"Agriculture, natural resources and conservation [9]",Graduates reporting employment income,90800.0
2011,Quebec,Doctoral degree,Health and related fields [10],Graduates reporting employment income,72600.0
2011,Quebec,Doctoral degree,Health and related fields [10],Graduates reporting employment income,91800.0
2011,Quebec,Doctoral degree,Health and related fields [10],Graduates reporting employment income,110800.0
2011,Ontario,Undergraduate degree,"Total, field of study",Graduates reporting employment income,48700.0
2011,Ontario,Undergraduate degree,"Total, field of study",Graduates reporting employment income,61500.0
2011,Ontario,Undergraduate degree,"Total, field of study",Graduates reporting employment income,75700.0
2011,Ontario,Undergraduate degree,Education [1],Graduates reporting employment income,43200.0
2011,Ontario,Undergraduate degree,Education [1],Graduates reporting employment income,56000.0
2011,Ontario,Undergraduate degree,Education [1],Graduates reporting employment income,72500.0
2011,Ontario,Undergraduate degree,"Visual and performing arts, and communications technologies [2]",Graduates reporting employment income,30300.0
2011,Ontario,Undergraduate degree,"Visual and performing arts, and communications technologies [2]",Graduates reporting employment income,39600.0
2011,Ontario,Undergraduate degree,"Visual and performing arts, and communications technologies [2]",Graduates reporting employment income,48600.0
2011,Ontario,Undergraduate degree,Humanities [3],Graduates reporting employment income,37300.0
2011,Ontario,Undergraduate degree,Humanities [3],Graduates reporting employment income,50200.0
2011,Ontario,Undergraduate degree,Humanities [3],Graduates reporting employment income,60000.0
2011,Ontario,Undergraduate degree,Social and behavioural sciences and law [4],Graduates reporting employment income,41200.0
2011,Ontario,Undergraduate degree,Social and behavioural sciences and law [4],Graduates reporting employment income,52700.0
2011,Ontario,Undergraduate degree,Social and behavioural sciences and law [4],Graduates reporting employment income,64300.0
2011,Ontario,Undergraduate degree,"Business, management and public administration [5]",Graduates reporting employment income,52600.0
2011,Ontario,Undergraduate degree,"Business, management and public administration [5]",Graduates reporting employment income,68300.0
2011,Ontario,Undergraduate degree,"Business, management and public administration [5]",Graduates reporting employment income,85700.0
2011,Ontario,Undergraduate degree,Physical and life sciences and technologies [6],Graduates reporting employment income,44300.0
2011,Ontario,Undergraduate degree,Physical and life sciences and technologies [6],Graduates reporting employment income,58600.0
2011,Ontario,Undergraduate degree,Physical and life sciences and technologies [6],Graduates reporting employment income,73300.0
2011,Ontario,Undergraduate degree,"Mathematics, computer and information sciences [7]",Graduates reporting employment income,60500.0
2011,Ontario,Undergraduate degree,"Mathematics, computer and information sciences [7]",Graduates reporting employment income,77400.0
2011,Ontario,Undergraduate degree,"Mathematics, computer and information sciences [7]",Graduates reporting employment income,99400.0
2011,Ontario,Undergraduate degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,68800.0
2011,Ontario,Undergraduate degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,82800.0
2011,Ontario,Undergraduate degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,101500.0
2011,Ontario,Undergraduate degree,"Agriculture, natural resources and conservation [9]",Graduates reporting employment income,44500.0
2011,Ontario,Undergraduate degree,"Agriculture, natural resources and conservation [9]",Graduates reporting employment income,56300.0
2011,Ontario,Undergraduate degree,"Agriculture, natural resources and conservation [9]",Graduates reporting employment income,66900.0
2011,Ontario,Undergraduate degree,Health and related fields [10],Graduates reporting employment income,70800.0
2011,Ontario,Undergraduate degree,Health and related fields [10],Graduates reporting employment income,76200.0
2011,Ontario,Undergraduate degree,Health and related fields [10],Graduates reporting employment income,81600.0
2011,Ontario,Undergraduate degree,"Personal, protective and transportation services [11]",Graduates reporting employment income,46100.0
2011,Ontario,Undergraduate degree,"Personal, protective and transportation services [11]",Graduates reporting employment income,59500.0
2011,Ontario,Undergraduate degree,"Personal, protective and transportation services [11]",Graduates reporting employment income,79500.0
2011,Ontario,Undergraduate degree,Other instructional programs [12],Graduates reporting employment income,40800.0
2011,Ontario,Undergraduate degree,Other instructional programs [12],Graduates reporting employment income,49600.0
2011,Ontario,Undergraduate degree,Other instructional programs [12],Graduates reporting employment income,67300.0
2011,Ontario,Professional degree,"Total, field of study",Graduates reporting employment income,90400.0
2011,Ontario,Professional degree,"Total, field of study",Graduates reporting employment income,105600.0
2011,Ontario,Professional degree,"Total, field of study",Graduates reporting employment income,118800.0
2011,Ontario,Professional degree,Social and behavioural sciences and law [4],Graduates reporting employment income,86700.0
2011,Ontario,Professional degree,Social and behavioural sciences and law [4],Graduates reporting employment income,109500.0
2011,Ontario,Professional degree,Social and behavioural sciences and law [4],Graduates reporting employment income,138600.0
2011,Ontario,Professional degree,Health and related fields [10],Graduates reporting employment income,97400.0
2011,Ontario,Professional degree,Health and related fields [10],Graduates reporting employment income,98400.0
2011,Ontario,Professional degree,Health and related fields [10],Graduates reporting employment income,98500.0
2011,Ontario,Master's degree,"Total, field of study",Graduates reporting employment income,72600.0
2011,Ontario,Master's degree,"Total, field of study",Graduates reporting employment income,83000.0
2011,Ontario,Master's degree,"Total, field of study",Graduates reporting employment income,95200.0
2011,Ontario,Master's degree,Education [1],Graduates reporting employment income,75400.0
2011,Ontario,Master's degree,Education [1],Graduates reporting employment income,84200.0
2011,Ontario,Master's degree,Education [1],Graduates reporting employment income,94400.0
2011,Ontario,Master's degree,"Visual and performing arts, and communications technologies [2]",Graduates reporting employment income,35100.0
2011,Ontario,Master's degree,"Visual and performing arts, and communications technologies [2]",Graduates reporting employment income,42500.0
2011,Ontario,Master's degree,"Visual and performing arts, and communications technologies [2]",Graduates reporting employment income,49300.0
2011,Ontario,Master's degree,Humanities [3],Graduates reporting employment income,39400.0
2011,Ontario,Master's degree,Humanities [3],Graduates reporting employment income,51500.0
2011,Ontario,Master's degree,Humanities [3],Graduates reporting employment income,66100.0
2011,Ontario,Master's degree,Social and behavioural sciences and law [4],Graduates reporting employment income,64700.0
2011,Ontario,Master's degree,Social and behavioural sciences and law [4],Graduates reporting employment income,75700.0
2011,Ontario,Master's degree,Social and behavioural sciences and law [4],Graduates reporting employment income,89900.0
2011,Ontario,Master's degree,"Business, management and public administration [5]",Graduates reporting employment income,84600.0
2011,Ontario,Master's degree,"Business, management and public administration [5]",Graduates reporting employment income,99000.0
2011,Ontario,Master's degree,"Business, management and public administration [5]",Graduates reporting employment income,113500.0
2011,Ontario,Master's degree,Physical and life sciences and technologies [6],Graduates reporting employment income,60300.0
2011,Ontario,Master's degree,Physical and life sciences and technologies [6],Graduates reporting employment income,70800.0
2011,Ontario,Master's degree,Physical and life sciences and technologies [6],Graduates reporting employment income,86700.0
2011,Ontario,Master's degree,"Mathematics, computer and information sciences [7]",Graduates reporting employment income,63600.0
2011,Ontario,Master's degree,"Mathematics, computer and information sciences [7]",Graduates reporting employment income,75000.0
2011,Ontario,Master's degree,"Mathematics, computer and information sciences [7]",Graduates reporting employment income,85000.0
2011,Ontario,Master's degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,72200.0
2011,Ontario,Master's degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,86000.0
2011,Ontario,Master's degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,104400.0
2011,Ontario,Master's degree,"Agriculture, natural resources and conservation [9]",Graduates reporting employment income,59300.0
2011,Ontario,Master's degree,"Agriculture, natural resources and conservation [9]",Graduates reporting employment income,66600.0
2011,Ontario,Master's degree,"Agriculture, natural resources and conservation [9]",Graduates reporting employment income,82500.0
2011,Ontario,Master's degree,Health and related fields [10],Graduates reporting employment income,77000.0
2011,Ontario,Master's degree,Health and related fields [10],Graduates reporting employment income,81800.0
2011,Ontario,Master's degree,Health and related fields [10],Graduates reporting employment income,85600.0
2011,Ontario,Master's degree,"Personal, protective and transportation services [11]",Graduates reporting employment income,66800.0
2011,Ontario,Master's degree,"Personal, protective and transportation services [11]",Graduates reporting employment income,78900.0
2011,Ontario,Master's degree,"Personal, protective and transportation services [11]",Graduates reporting employment income,90500.0
2011,Ontario,Master's degree,Other instructional programs [12],Graduates reporting employment income,58200.0
2011,Ontario,Master's degree,Other instructional programs [12],Graduates reporting employment income,79100.0
2011,Ontario,Master's degree,Other instructional programs [12],Graduates reporting employment income,89100.0
2011,Ontario,Doctoral degree,"Total, field of study",Graduates reporting employment income,70200.0
2011,Ontario,Doctoral degree,"Total, field of study",Graduates reporting employment income,87400.0
2011,Ontario,Doctoral degree,"Total, field of study",Graduates reporting employment income,108400.0
2011,Ontario,Doctoral degree,Education [1],Graduates reporting employment income,94400.0
2011,Ontario,Doctoral degree,Education [1],Graduates reporting employment income,105100.0
2011,Ontario,Doctoral degree,Education [1],Graduates reporting employment income,110400.0
2011,Ontario,Doctoral degree,"Visual and performing arts, and communications technologies [2]",Graduates reporting employment income,21600.0
2011,Ontario,Doctoral degree,"Visual and performing arts, and communications technologies [2]",Graduates reporting employment income,51900.0
2011,Ontario,Doctoral degree,"Visual and performing arts, and communications technologies [2]",Graduates reporting employment income,84900.0
2011,Ontario,Doctoral degree,Humanities [3],Graduates reporting employment income,51300.0
2011,Ontario,Doctoral degree,Humanities [3],Graduates reporting employment income,72200.0
2011,Ontario,Doctoral degree,Humanities [3],Graduates reporting employment income,94300.0
2011,Ontario,Doctoral degree,Social and behavioural sciences and law [4],Graduates reporting employment income,78900.0
2011,Ontario,Doctoral degree,Social and behavioural sciences and law [4],Graduates reporting employment income,91400.0
2011,Ontario,Doctoral degree,Social and behavioural sciences and law [4],Graduates reporting employment income,110400.0
2011,Ontario,Doctoral degree,"Business, management and public administration [5]",Graduates reporting employment income,118400.0
2011,Ontario,Doctoral degree,"Business, management and public administration [5]",Graduates reporting employment income,137500.0
2011,Ontario,Doctoral degree,"Business, management and public administration [5]",Graduates reporting employment income,148600.0
2011,Ontario,Doctoral degree,Physical and life sciences and technologies [6],Graduates reporting employment income,47300.0
2011,Ontario,Doctoral degree,Physical and life sciences and technologies [6],Graduates reporting employment income,70200.0
2011,Ontario,Doctoral degree,Physical and life sciences and technologies [6],Graduates reporting employment income,94700.0
2011,Ontario,Doctoral degree,"Mathematics, computer and information sciences [7]",Graduates reporting employment income,84600.0
2011,Ontario,Doctoral degree,"Mathematics, computer and information sciences [7]",Graduates reporting employment income,107300.0
2011,Ontario,Doctoral degree,"Mathematics, computer and information sciences [7]",Graduates reporting employment income,125800.0
2011,Ontario,Doctoral degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,86100.0
2011,Ontario,Doctoral degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,96200.0
2011,Ontario,Doctoral degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,126200.0
2011,Ontario,Doctoral degree,"Agriculture, natural resources and conservation [9]",Graduates reporting employment income,63100.0
2011,Ontario,Doctoral degree,"Agriculture, natural resources and conservation [9]",Graduates reporting employment income,70400.0
2011,Ontario,Doctoral degree,"Agriculture, natural resources and conservation [9]",Graduates reporting employment income,92800.0
2011,Ontario,Doctoral degree,Health and related fields [10],Graduates reporting employment income,79000.0
2011,Ontario,Doctoral degree,Health and related fields [10],Graduates reporting employment income,100200.0
2011,Ontario,Doctoral degree,Health and related fields [10],Graduates reporting employment income,115700.0
2011,Manitoba,"Career, technical or professional training diploma","Total, field of study",Graduates reporting employment income,42200.0
2011,Manitoba,"Career, technical or professional training diploma","Total, field of study",Graduates reporting employment income,47900.0
2011,Manitoba,"Career, technical or professional training diploma","Total, field of study",Graduates reporting employment income,55600.0
2011,Manitoba,"Career, technical or professional training diploma","Visual and performing arts, and communications technologies [2]",Graduates reporting employment income,36400.0
2011,Manitoba,"Career, technical or professional training diploma","Visual and performing arts, and communications technologies [2]",Graduates reporting employment income,44800.0
2011,Manitoba,"Career, technical or professional training diploma","Visual and performing arts, and communications technologies [2]",Graduates reporting employment income,44100.0
2011,Manitoba,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Graduates reporting employment income,39500.0
2011,Manitoba,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Graduates reporting employment income,41400.0
2011,Manitoba,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Graduates reporting employment income,44000.0
2011,Manitoba,"Career, technical or professional training diploma","Business, management and public administration [5]",Graduates reporting employment income,38700.0
2011,Manitoba,"Career, technical or professional training diploma","Business, management and public administration [5]",Graduates reporting employment income,43900.0
2011,Manitoba,"Career, technical or professional training diploma","Business, management and public administration [5]",Graduates reporting employment income,52900.0
2011,Manitoba,"Career, technical or professional training diploma","Mathematics, computer and information sciences [7]",Graduates reporting employment income,41400.0
2011,Manitoba,"Career, technical or professional training diploma","Mathematics, computer and information sciences [7]",Graduates reporting employment income,45700.0
2011,Manitoba,"Career, technical or professional training diploma","Mathematics, computer and information sciences [7]",Graduates reporting employment income,54100.0
2011,Manitoba,"Career, technical or professional training diploma","Architecture, engineering, and related technologies [8]",Graduates reporting employment income,65300.0
2011,Manitoba,"Career, technical or professional training diploma","Architecture, engineering, and related technologies [8]",Graduates reporting employment income,73200.0
2011,Manitoba,"Career, technical or professional training diploma","Architecture, engineering, and related technologies [8]",Graduates reporting employment income,83000.0
2011,Manitoba,"Career, technical or professional training diploma","Agriculture, natural resources and conservation [9]",Graduates reporting employment income,43800.0
2011,Manitoba,"Career, technical or professional training diploma","Agriculture, natural resources and conservation [9]",Graduates reporting employment income,55800.0
2011,Manitoba,"Career, technical or professional training diploma","Agriculture, natural resources and conservation [9]",Graduates reporting employment income,57300.0
2011,Manitoba,"Career, technical or professional training diploma",Health and related fields [10],Graduates reporting employment income,47400.0
2011,Manitoba,"Career, technical or professional training diploma",Health and related fields [10],Graduates reporting employment income,50300.0
2011,Manitoba,"Career, technical or professional training diploma",Health and related fields [10],Graduates reporting employment income,69700.0
2011,Manitoba,Undergraduate degree,"Total, field of study",Graduates reporting employment income,54900.0
2011,Manitoba,Undergraduate degree,"Total, field of study",Graduates reporting employment income,64100.0
2011,Manitoba,Undergraduate degree,"Total, field of study",Graduates reporting employment income,76000.0
2011,Manitoba,Undergraduate degree,Education [1],Graduates reporting employment income,57600.0
2011,Manitoba,Undergraduate degree,Education [1],Graduates reporting employment income,69100.0
2011,Manitoba,Undergraduate degree,Education [1],Graduates reporting employment income,87800.0
2011,Manitoba,Undergraduate degree,"Visual and performing arts, and communications technologies [2]",Graduates reporting employment income,21200.0
2011,Manitoba,Undergraduate degree,"Visual and performing arts, and communications technologies [2]",Graduates reporting employment income,29600.0
2011,Manitoba,Undergraduate degree,"Visual and performing arts, and communications technologies [2]",Graduates reporting employment income,29800.0
2011,Manitoba,Undergraduate degree,Humanities [3],Graduates reporting employment income,39200.0
2011,Manitoba,Undergraduate degree,Humanities [3],Graduates reporting employment income,45200.0
2011,Manitoba,Undergraduate degree,Humanities [3],Graduates reporting employment income,48400.0
2011,Manitoba,Undergraduate degree,Social and behavioural sciences and law [4],Graduates reporting employment income,41800.0
2011,Manitoba,Undergraduate degree,Social and behavioural sciences and law [4],Graduates reporting employment income,53000.0
2011,Manitoba,Undergraduate degree,Social and behavioural sciences and law [4],Graduates reporting employment income,61200.0
2011,Manitoba,Undergraduate degree,"Business, management and public administration [5]",Graduates reporting employment income,54300.0
2011,Manitoba,Undergraduate degree,"Business, management and public administration [5]",Graduates reporting employment income,65900.0
2011,Manitoba,Undergraduate degree,"Business, management and public administration [5]",Graduates reporting employment income,77400.0
2011,Manitoba,Undergraduate degree,Physical and life sciences and technologies [6],Graduates reporting employment income,52500.0
2011,Manitoba,Undergraduate degree,Physical and life sciences and technologies [6],Graduates reporting employment income,55600.0
2011,Manitoba,Undergraduate degree,Physical and life sciences and technologies [6],Graduates reporting employment income,70100.0
2011,Manitoba,Undergraduate degree,"Mathematics, computer and information sciences [7]",Graduates reporting employment income,62000.0
2011,Manitoba,Undergraduate degree,"Mathematics, computer and information sciences [7]",Graduates reporting employment income,80500.0
2011,Manitoba,Undergraduate degree,"Mathematics, computer and information sciences [7]",Graduates reporting employment income,100000.0
2011,Manitoba,Undergraduate degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,64900.0
2011,Manitoba,Undergraduate degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,74500.0
2011,Manitoba,Undergraduate degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,90700.0
2011,Manitoba,Undergraduate degree,"Agriculture, natural resources and conservation [9]",Graduates reporting employment income,54800.0
2011,Manitoba,Undergraduate degree,"Agriculture, natural resources and conservation [9]",Graduates reporting employment income,62500.0
2011,Manitoba,Undergraduate degree,"Agriculture, natural resources and conservation [9]",Graduates reporting employment income,78000.0
2011,Manitoba,Undergraduate degree,Health and related fields [10],Graduates reporting employment income,74900.0
2011,Manitoba,Undergraduate degree,Health and related fields [10],Graduates reporting employment income,80900.0
2011,Manitoba,Undergraduate degree,Health and related fields [10],Graduates reporting employment income,83600.0
2011,Manitoba,Undergraduate degree,"Personal, protective and transportation services [11]",Graduates reporting employment income,51000.0
2011,Manitoba,Undergraduate degree,"Personal, protective and transportation services [11]",Graduates reporting employment income,62200.0
2011,Manitoba,Undergraduate degree,"Personal, protective and transportation services [11]",Graduates reporting employment income,70400.0
2011,Manitoba,Professional degree,"Total, field of study",Graduates reporting employment income,80600.0
2011,Manitoba,Professional degree,"Total, field of study",Graduates reporting employment income,99400.0
2011,Manitoba,Professional degree,"Total, field of study",Graduates reporting employment income,114100.0
2011,Manitoba,Professional degree,Social and behavioural sciences and law [4],Graduates reporting employment income,68400.0
2011,Manitoba,Professional degree,Social and behavioural sciences and law [4],Graduates reporting employment income,95600.0
2011,Manitoba,Professional degree,Social and behavioural sciences and law [4],Graduates reporting employment income,125000.0
2011,Manitoba,Professional degree,Health and related fields [10],Graduates reporting employment income,112200.0
2011,Manitoba,Professional degree,Health and related fields [10],Graduates reporting employment income,109200.0
2011,Manitoba,Professional degree,Health and related fields [10],Graduates reporting employment income,95200.0
2011,Manitoba,Master's degree,"Total, field of study",Graduates reporting employment income,71300.0
2011,Manitoba,Master's degree,"Total, field of study",Graduates reporting employment income,79900.0
2011,Manitoba,Master's degree,"Total, field of study",Graduates reporting employment income,85300.0
2011,Manitoba,Master's degree,Education [1],Graduates reporting employment income,103400.0
2011,Manitoba,Master's degree,Education [1],Graduates reporting employment income,106300.0
2011,Manitoba,Master's degree,Education [1],Graduates reporting employment income,102400.0
2011,Manitoba,Master's degree,Social and behavioural sciences and law [4],Graduates reporting employment income,61400.0
2011,Manitoba,Master's degree,Social and behavioural sciences and law [4],Graduates reporting employment income,65400.0
2011,Manitoba,Master's degree,Social and behavioural sciences and law [4],Graduates reporting employment income,77800.0
2011,Manitoba,Master's degree,"Business, management and public administration [5]",Graduates reporting employment income,78200.0
2011,Manitoba,Master's degree,"Business, management and public administration [5]",Graduates reporting employment income,89300.0
2011,Manitoba,Master's degree,"Business, management and public administration [5]",Graduates reporting employment income,97300.0
2011,Manitoba,Master's degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,67900.0
2011,Manitoba,Master's degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,76400.0
2011,Manitoba,Master's degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,91300.0
2011,Manitoba,Master's degree,"Agriculture, natural resources and conservation [9]",Graduates reporting employment income,69400.0
2011,Manitoba,Master's degree,"Agriculture, natural resources and conservation [9]",Graduates reporting employment income,69600.0
2011,Manitoba,Master's degree,"Agriculture, natural resources and conservation [9]",Graduates reporting employment income,84400.0
2011,Manitoba,Master's degree,Health and related fields [10],Graduates reporting employment income,70200.0
2011,Manitoba,Master's degree,Health and related fields [10],Graduates reporting employment income,77100.0
2011,Manitoba,Master's degree,Health and related fields [10],Graduates reporting employment income,79500.0
2011,Manitoba,Doctoral degree,"Total, field of study",Graduates reporting employment income,78200.0
2011,Manitoba,Doctoral degree,"Total, field of study",Graduates reporting employment income,88700.0
2011,Manitoba,Doctoral degree,"Total, field of study",Graduates reporting employment income,111100.0
2011,Saskatchewan,"Career, technical or professional training diploma","Total, field of study",Graduates reporting employment income,62800.0
2011,Saskatchewan,"Career, technical or professional training diploma","Total, field of study",Graduates reporting employment income,68000.0
2011,Saskatchewan,"Career, technical or professional training diploma","Total, field of study",Graduates reporting employment income,74000.0
2011,Saskatchewan,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Graduates reporting employment income,43700.0
2011,Saskatchewan,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Graduates reporting employment income,44200.0
2011,Saskatchewan,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Graduates reporting employment income,42900.0
2011,Saskatchewan,"Career, technical or professional training diploma","Business, management and public administration [5]",Graduates reporting employment income,49300.0
2011,Saskatchewan,"Career, technical or professional training diploma","Business, management and public administration [5]",Graduates reporting employment income,51200.0
2011,Saskatchewan,"Career, technical or professional training diploma","Business, management and public administration [5]",Graduates reporting employment income,57200.0
2011,Saskatchewan,"Career, technical or professional training diploma","Architecture, engineering, and related technologies [8]",Graduates reporting employment income,74400.0
2011,Saskatchewan,"Career, technical or professional training diploma","Architecture, engineering, and related technologies [8]",Graduates reporting employment income,81600.0
2011,Saskatchewan,"Career, technical or professional training diploma","Architecture, engineering, and related technologies [8]",Graduates reporting employment income,93000.0
2011,Saskatchewan,"Career, technical or professional training diploma",Health and related fields [10],Graduates reporting employment income,68500.0
2011,Saskatchewan,"Career, technical or professional training diploma",Health and related fields [10],Graduates reporting employment income,70700.0
2011,Saskatchewan,"Career, technical or professional training diploma",Health and related fields [10],Graduates reporting employment income,72500.0
2011,Saskatchewan,"Career, technical or professional training diploma","Personal, protective and transportation services [11]",Graduates reporting employment income,52700.0
2011,Saskatchewan,"Career, technical or professional training diploma","Personal, protective and transportation services [11]",Graduates reporting employment income,54100.0
2011,Saskatchewan,"Career, technical or professional training diploma","Personal, protective and transportation services [11]",Graduates reporting employment income,61400.0
2011,Saskatchewan,Undergraduate degree,"Total, field of study",Graduates reporting employment income,64400.0
2011,Saskatchewan,Undergraduate degree,"Total, field of study",Graduates reporting employment income,73200.0
2011,Saskatchewan,Undergraduate degree,"Total, field of study",Graduates reporting employment income,79500.0
2011,Saskatchewan,Undergraduate degree,Education [1],Graduates reporting employment income,60800.0
2011,Saskatchewan,Undergraduate degree,Education [1],Graduates reporting employment income,69400.0
2011,Saskatchewan,Undergraduate degree,Education [1],Graduates reporting employment income,77400.0
2011,Saskatchewan,Undergraduate degree,"Visual and performing arts, and communications technologies [2]",Graduates reporting employment income,32900.0
2011,Saskatchewan,Undergraduate degree,"Visual and performing arts, and communications technologies [2]",Graduates reporting employment income,40100.0
2011,Saskatchewan,Undergraduate degree,"Visual and performing arts, and communications technologies [2]",Graduates reporting employment income,44200.0
2011,Saskatchewan,Undergraduate degree,Humanities [3],Graduates reporting employment income,48200.0
2011,Saskatchewan,Undergraduate degree,Humanities [3],Graduates reporting employment income,58400.0
2011,Saskatchewan,Undergraduate degree,Humanities [3],Graduates reporting employment income,61300.0
2011,Saskatchewan,Undergraduate degree,Social and behavioural sciences and law [4],Graduates reporting employment income,47800.0
2011,Saskatchewan,Undergraduate degree,Social and behavioural sciences and law [4],Graduates reporting employment income,59700.0
2011,Saskatchewan,Undergraduate degree,Social and behavioural sciences and law [4],Graduates reporting employment income,64400.0
2011,Saskatchewan,Undergraduate degree,"Business, management and public administration [5]",Graduates reporting employment income,60100.0
2011,Saskatchewan,Undergraduate degree,"Business, management and public administration [5]",Graduates reporting employment income,70400.0
2011,Saskatchewan,Undergraduate degree,"Business, management and public administration [5]",Graduates reporting employment income,78400.0
2011,Saskatchewan,Undergraduate degree,Physical and life sciences and technologies [6],Graduates reporting employment income,67100.0
2011,Saskatchewan,Undergraduate degree,Physical and life sciences and technologies [6],Graduates reporting employment income,77800.0
2011,Saskatchewan,Undergraduate degree,Physical and life sciences and technologies [6],Graduates reporting employment income,80200.0
2011,Saskatchewan,Undergraduate degree,"Mathematics, computer and information sciences [7]",Graduates reporting employment income,64500.0
2011,Saskatchewan,Undergraduate degree,"Mathematics, computer and information sciences [7]",Graduates reporting employment income,82600.0
2011,Saskatchewan,Undergraduate degree,"Mathematics, computer and information sciences [7]",Graduates reporting employment income,91300.0
2011,Saskatchewan,Undergraduate degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,84700.0
2011,Saskatchewan,Undergraduate degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,93100.0
2011,Saskatchewan,Undergraduate degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,106800.0
2011,Saskatchewan,Undergraduate degree,"Agriculture, natural resources and conservation [9]",Graduates reporting employment income,71400.0
2011,Saskatchewan,Undergraduate degree,"Agriculture, natural resources and conservation [9]",Graduates reporting employment income,76500.0
2011,Saskatchewan,Undergraduate degree,"Agriculture, natural resources and conservation [9]",Graduates reporting employment income,85300.0
2011,Saskatchewan,Undergraduate degree,Health and related fields [10],Graduates reporting employment income,87500.0
2011,Saskatchewan,Undergraduate degree,Health and related fields [10],Graduates reporting employment income,89200.0
2011,Saskatchewan,Undergraduate degree,Health and related fields [10],Graduates reporting employment income,86900.0
2011,Saskatchewan,Professional degree,"Total, field of study",Graduates reporting employment income,95700.0
2011,Saskatchewan,Professional degree,"Total, field of study",Graduates reporting employment income,99400.0
2011,Saskatchewan,Professional degree,"Total, field of study",Graduates reporting employment income,95100.0
2011,Saskatchewan,Professional degree,Social and behavioural sciences and law [4],Graduates reporting employment income,87900.0
2011,Saskatchewan,Professional degree,Social and behavioural sciences and law [4],Graduates reporting employment income,101100.0
2011,Saskatchewan,Professional degree,Social and behavioural sciences and law [4],Graduates reporting employment income,111500.0
2011,Saskatchewan,Professional degree,Health and related fields [10],Graduates reporting employment income,103900.0
2011,Saskatchewan,Professional degree,Health and related fields [10],Graduates reporting employment income,97800.0
2011,Saskatchewan,Professional degree,Health and related fields [10],Graduates reporting employment income,91000.0
